2,20,4,1012,?,?,21,?,216,52,1,?,?
9,25,3,1014,?,26,22,?,0,44,0,2,6
9,30,1,1015,?,19,21,?,0,50,0,6,8
10,21,6,1011,?,19,26,?,?,51,?,5,13
17,53,16,1002,?,55,11,?,0,36,0,2,4
16,57,13,1009,?,57,11,?,?,90,0,0,?
6,27,8,1012,?,?,22,15,2,64,4,2,?
?,?,?,1007,?,?,18,?,?,61,?,4,9
?,82,21,1003,?,?,12,?,?,96,?,?,?
11,9,6,1012,?,30,22,?,1,67,?,2,5
19,46,14,1010,?,?,13,10,0,82,0,2,?
6,16,13,1011,?,29,20,?,0,70,2,1,4
23,38,14,1007,?,?,16,?,2,83,0,1,0
?,65,?,1009,?,?,10,?,?,79,0,1,0
17,39,9,1011,?,?,20,?,0,70,4,1,4
19,55,22,1009,?,?,14,?,?,82,?,1,2
24,72,14,1011,?,53,15,?,1,84,?,0,0
14,27,20,1012,?,18,22,15,?,64,?,2,?
?,65,?,861,99,?,12,9,?,82,0,3,?
20,53,22,1007,?,59,12,?,1,89,0,?,?
?,42,?,1010,?,?,13,?,?,92,0,0,1
20,59,17,1010,?,49,15,?,0,80,0,0,0
7,9,5,1012,?,32,22,15,2,64,1,2,?
17,43,8,1012,?,?,22,15,?,64,4,2,?
17,55,8,1006,?,66,0,?,1,1,0,?,?
16,59,9,1009,?,45,14,?,1,85,0,0,1
?,61,?,1009,?,?,17,?,?,78,?,0,0
50,70,8,1012,?,?,22,15,2,64,2,2,?
?,65,?,1010,?,?,14,?,?,88,?,3,7
15,55,17,1010,?,47,14,13,2,93,?,0,?
?,61,?,1007,?,?,15,?,?,72,0,1,4
20,21,16,1012,?,?,21,?,?,52,4,?,?
12,38,7,1010,?,66,13,?,?,73,?,2,7
?,57,?,1011,?,?,17,16,?,93,?,3,?
21,52,9,1012,?,24,21,?,?,52,?,?,?
13,53,9,?,?,50,11,?,?,99,?,?,?
?,50,?,1010,?,?,7,?,?,?,0,0,1
24,65,17,1007,?,59,16,?,?,83,?,1,0
14,32,18,1013,?,?,20,?,?,82,5,2,?
?,55,?,1011,?,?,15,?,?,60,?,0,2
?,87,20,1010,?,?,12,?,?,100,0,?,?
33,60,7,1012,?,?,21,?,?,52,?,?,?
?,?,?,1010,?,?,15,?,?,76,?,1,3
?,57,?,1011,?,?,15,?,?,59,?,1,3
14,53,5,1010,?,?,13,10,?,82,0,2,?
?,28,17,1010,?,15,0,?,?,1,?,?,?
?,57,?,1010,?,?,15,11,?,76,0,2,?
19,46,21,1007,?,49,16,?,?,70,?,1,3
9,18,7,1012,?,30,22,15,?,64,?,2,?
14,42,9,1009,?,50,11,?,?,89,?,0,1
17,30,7,1012,?,?,22,15,?,64,4,2,?
13,42,12,1010,?,48,25,?,1,42,?,2,3
?,?,?,1015,?,?,15,?,?,83,?,0,2
?,?,?,1011,?,?,14,?,?,90,?,1,3
22,72,5,1010,?,64,13,?,?,73,?,2,7
8,20,11,1012,?,18,22,15,?,64,?,2,?
10,21,10,1008,?,44,14,?,?,87,0,0,1
?,65,?,1000,?,?,15,?,?,69,?,0,0
27,65,23,1012,?,?,22,15,1,64,5,2,?
?,91,?,1022,?,?,3,?,?,?,?,0,1
?,42,?,?,?,?,0,?,?,?,?,4,?
?,13,?,1004,?,?,12,?,?,33,0,?,4
23,51,11,1012,?,?,22,15,0,64,3,2,?
?,46,?,1004,?,?,12,?,?,33,0,?,4
13,?,16,1013,?,?,20,?,?,82,?,2,?
22,23,11,1012,?,18,22,15,?,64,2,2,?
?,30,?,1016,?,?,13,?,?,89,0,1,?
23,56,21,1010,?,?,0,?,?,1,3,?,?
?,30,?,1029,?,?,7,?,?,76,?,0,0
9,30,?,1008,?,40,13,?,6,75,?,0,0
9,8,7,1010,?,?,0,?,2,1,10,?,?
10,34,?,1008,?,26,13,?,3,75,?,0,0
12,21,?,1008,?,5,13,?,3,75,?,0,0
10,34,?,1008,?,24,13,?,17,75,?,0,0
10,34,?,1008,?,40,13,?,5,75,?,0,0
8,13,8,1008,?,42,20,?,?,65,0,0,1
6,13,3,1006,?,38,19,?,?,54,0,6,11
8,17,27,1015,?,32,22,?,?,44,0,1,3
11,13,19,1015,?,32,22,?,?,44,0,1,3
7,13,4,1011,?,36,20,?,?,56,0,2,4
9,25,3,1018,?,42,13,?,?,71,0,0,2
9,25,9,1011,?,43,23,?,?,54,0,?,?
14,46,11,1011,?,48,23,?,?,54,0,?,?
14,50,19,1011,?,48,23,?,?,54,0,?,?
17,38,9,1001,?,41,21,?,5,66,?,?,0
12,25,5,1001,?,43,21,?,?,66,?,?,0
9,30,11,1001,?,41,21,?,?,66,?,?,0
17,30,8,1001,?,42,21,?,?,66,?,?,0
8,25,5,1011,?,44,23,?,?,41,?,2,5
11,34,10,1015,?,47,22,?,?,61,0,1,3
15,42,17,1017,?,43,19,?,?,58,0,0,?
14,42,10,1017,?,43,19,?,?,58,0,0,?
9,21,3,1026,?,35,23,?,?,53,?,3,4
9,17,13,1006,?,41,19,?,?,51,?,2,5
10,25,10,1006,?,48,19,?,?,51,?,2,5
11,21,8,1006,?,55,19,?,?,51,?,2,5
7,13,8,1006,?,44,19,?,?,51,?,2,5
8,21,6,1014,?,39,23,9,?,41,0,1,?
11,21,20,1014,?,35,23,9,?,41,0,1,?
7,30,12,1012,?,32,23,?,?,58,?,2,3
7,21,3,1015,?,21,21,?,?,55,?,2,6
7,?,12,1010,?,39,23,?,?,49,0,1,1
7,25,9,1006,?,54,18,?,?,71,0,2,6
9,13,8,1009,?,45,18,?,?,69,0,1,6
10,38,12,1009,?,45,20,?,?,49,0,0,?
9,17,9,1005,?,43,22,?,?,60,0,0,0
9,13,11,1015,?,32,23,11,5,46,0,2,13
11,68,22,1015,?,37,20,?,?,87,0,3,?
10,30,11,1015,?,35,20,?,5,70,0,5,7
9,30,24,1015,?,34,22,?,5,56,0,0,1
9,13,8,1013,?,35,24,?,?,44,0,1,5
6,13,11,1008,?,45,21,?,?,66,0,2,5
10,13,15,1008,?,45,21,?,?,66,0,2,5
4,13,3,1014,?,28,22,?,?,37,?,1,4
9,13,11,1014,?,39,23,?,?,38,0,3,8
9,25,23,1014,99,41,15,11,?,74,0,?,?
10,38,10,1010,?,50,20,?,?,68,?,0,2
10,38,14,1009,?,54,19,?,?,73,0,1,3
10,21,7,1012,?,35,23,?,?,58,?,2,3
11,34,?,1013,?,?,22,?,1,58,?,3,3
-,-,?,-,-,?,-,?,?,-,?,-,?
9,17,?,1014,?,?,23,?,1,53,?,0,2
9,25,?,1019,?,?,21,9,1,46,?,3,8
9,21,?,1020,?,?,21,5,0,35,?,2,8
16,46,?,1009,?,?,22,?,?,65,?,0,0
?,?,?,1018,0,?,16,?,?,63,?,1,?
8,25,7,1014,?,?,25,12,?,44,?,5,11
12,38,6,1013,?,?,25,?,?,39,0,2,3
10,34,10,1010,0,?,24,14,0,55,0,?,?
13,38,8,1013,?,?,25,?,?,39,?,2,3
12,42,10,1013,?,?,25,?,?,39,0,2,3
10,30,6,1017,?,?,26,?,?,22,?,2,6
9,25,5,?,?,?,22,?,?,42,?,4,9
12,34,25,1010,0,?,24,14,0,55,0,?,?
11,34,10,1014,?,?,22,?,?,50,0,1,3
11,34,11,1014,?,?,25,?,?,36,0,4,9
10,34,6,1026,?,?,25,?,?,51,?,4,7
11,38,11,1015,?,?,28,?,0,29,?,?,?
14,42,12,1014,?,?,22,?,?,50,0,1,3
10,34,6,1015,?,28,24,11,?,44,0,1,?
12,25,26,1015,?,?,24,11,?,44,0,1,?
20,53,28,1020,?,38,21,?,2,?,0,0,0
25,53,6,1012,?,46,11,?,2,?,0,?,0
10,25,8,1022,?,25,23,?,0,54,0,4,7
5,13,1,1022,?,25,23,?,0,54,0,4,7
11,34,6,?,?,22,18,?,0,?,0,?,?
12,30,7,1011,?,28,22,13,0,56,0,1,?
6,17,1,810,99,26,8,2,0,68,?,3,?
6,13,1,810,99,21,8,2,0,68,0,3,?
14,34,8,1011,?,27,23,12,?,49,?,1,9
12,30,7,1016,?,28,22,?,0,61,?,1,2
13,30,9,1008,?,26,24,?,0,48,0,1,5
13,34,3,1008,?,21,24,?,0,48,0,1,5
12,34,3,1016,?,28,22,?,0,61,?,1,2
12,30,9,1008,?,24,24,?,0,48,0,1,5
14,42,5,1008,?,26,24,?,0,48,0,1,5
7,17,3,1010,?,26,20,?,0,63,0,2,5
6,21,1,1012,?,19,19,?,0,68,0,2,5
13,34,8,1008,?,20,24,?,?,48,?,1,5
11,9,6,1012,?,30,22,?,1,66,?,2,5
6,16,13,1011,?,29,20,?,0,68,2,1,4
11,30,?,1008,99,?,20,14,0,68,?,0,?
11,34,6,?,?,22,19,?,0,?,0,?,?
6,13,1,810,99,21,9,4,0,67,0,3,?
13,30,9,1008,?,26,26,?,0,42,0,2,5
35,57,7,1012,?,?,22,15,2,66,2,2,?
?,46,2,1017,?,15,22,?,?,87,?,3,5
8,33,3,1010,?,68,0,?,1,1,?,?,?
14,21,2,1010,?,35,0,?,0,1,1,?,?
17,15,2,1012,?,37,22,15,?,66,?,2,?
13,16,6,1011,?,?,23,?,?,64,2,5,12
2,20,2,1012,?,?,21,?,216,52,2,?,?
6,27,7,1012,?,?,22,15,1,66,4,2,?
11,9,6,1012,?,33,23,?,0,63,?,3,7
6,16,13,1011,?,37,20,?,0,68,2,1,4
17,39,8,1011,?,?,20,?,0,68,4,1,4
14,27,11,1012,?,27,22,15,?,66,?,2,?
7,9,8,1012,?,30,22,15,2,66,2,2,?
17,43,11,1012,?,?,22,15,?,66,4,2,?
20,21,8,1012,?,?,21,?,?,52,3,?,?
21,52,5,1012,?,30,21,?,?,52,?,?,?
24,72,14,1013,?,?,21,?,?,80,4,1,?
22,68,6,1012,?,?,21,?,?,52,?,?,?
?,28,14,1010,?,20,0,?,?,1,?,?,?
9,18,6,1012,?,35,22,16,?,68,?,4,?
17,30,10,1012,?,?,22,15,?,66,4,2,?
8,20,10,1012,?,20,22,16,?,68,?,4,?
25,58,23,1012,?,?,22,15,0,66,6,2,?
22,28,5,1012,?,?,22,15,0,66,3,2,?
13,?,12,1013,?,?,21,?,?,80,?,1,?
22,23,7,1012,?,23,22,16,?,68,2,4,?
24,60,14,1010,?,?,0,?,?,1,3,?,?
9,8,5,1010,?,?,0,?,2,1,9,?,?
11,9,6,1012,?,33,23,?,0,63,?,4,8
7,9,8,1012,?,30,22,16,2,68,2,4,?
35,57,7,1012,?,?,22,16,2,68,2,4,?
25,58,23,1012,?,?,22,16,0,68,6,4,?
22,28,5,1012,?,?,22,16,0,68,3,4,?
13,16,6,1011,?,?,23,?,?,64,2,6,14
6,27,7,1012,?,?,22,16,1,68,4,4,?
17,43,11,1012,?,?,22,16,?,68,4,4,?
17,30,10,1012,?,?,22,16,?,68,4,4,?
9,25,?,1007,?,?,27,?,1,14,?,3,6
9,25,?,1007,?,?,27,?,1,14,?,3,6
14,21,2,1011,?,35,0,?,0,1,1,?,?
11,9,6,1012,?,33,23,?,0,62,?,4,8
14,27,11,1012,?,27,22,16,?,66,?,4,?
7,9,8,1012,?,30,22,16,2,66,2,4,?
21,52,5,1012,?,30,21,?,?,51,?,?,?
24,72,14,1013,?,?,21,?,?,79,4,1,?
?,28,14,1011,?,20,0,?,?,1,?,?,?
6,13,1,810,99,21,11,5,0,67,0,3,?
12,30,16,1016,?,28,25,?,0,47,?,1,2
13,30,9,1008,?,26,27,?,0,42,0,2,5
14,42,5,1008,?,26,27,?,0,42,0,2,5
7,17,3,1009,?,26,22,?,0,54,0,3,5
24,72,14,1013,?,?,21,?,?,77,4,2,?
10,25,6,1021,?,25,27,?,0,46,0,7,13
6,13,1,1021,?,26,27,?,0,46,0,7,13
10,30,5,?,?,23,22,?,0,?,0,?,?
15,38,5,1011,?,26,23,?,0,44,0,1,12
9,21,3,1009,?,30,23,?,0,60,0,0,3
12,30,6,1011,?,32,23,12,0,51,0,4,?
6,17,1,810,99,29,11,5,0,67,0,3,?
6,13,0,810,99,23,11,5,0,67,0,3,?
13,34,12,1016,?,28,25,?,0,45,?,1,2
13,34,6,1011,?,30,24,9,?,37,?,1,?
11,34,5,1016,?,28,25,?,0,45,?,1,2
11,34,7,1008,?,27,27,?,1,42,0,1,8
12,30,1,1008,?,24,27,?,0,42,0,1,8
11,30,4,1016,?,28,25,?,0,45,?,1,2
9,25,7,1008,?,26,27,?,1,42,0,1,8
12,34,3,1008,?,30,27,?,0,42,0,1,8
8,21,3,1009,?,31,22,?,0,53,0,3,5
8,21,1,1012,?,19,21,?,0,66,0,2,8
13,25,5,1008,?,23,27,?,?,42,?,1,8
13,?,9,1013,?,?,21,?,?,77,?,2,?
9,31,9,1011,?,?,0,?,?,1,3,?,?
9,8,4,1011,?,?,0,?,2,1,9,?,?
14,50,?,1007,?,?,24,?,1,47,?,3,8
?,51,2,1017,?,19,22,?,?,89,?,2,3
8,33,4,1011,?,68,0,?,1,1,?,?,?
14,21,2,1010,?,36,0,?,0,1,1,?,?
17,15,2,1012,?,38,22,16,?,68,?,5,?
13,16,6,1011,?,?,23,?,?,63,2,8,14
2,20,3,1011,?,?,21,?,216,51,1,?,?
6,27,7,1012,?,?,22,16,1,68,4,5,?
11,9,7,1012,?,33,23,?,0,57,?,5,11
6,16,6,1011,?,49,20,?,0,68,2,1,5
17,39,6,1011,?,?,20,?,1,68,4,1,5
14,27,8,1012,?,34,22,16,?,68,?,5,?
7,9,10,1012,?,33,22,16,2,68,2,5,?
17,43,10,1012,?,?,22,16,?,68,4,5,?
18,52,4,1012,?,?,22,16,2,68,2,5,?
20,21,5,1011,?,?,21,?,?,51,2,?,?
21,52,4,1011,?,30,21,?,?,51,?,?,?
16,60,12,1013,?,?,21,?,?,77,3,2,?
28,87,5,1011,?,?,21,?,?,51,?,?,?
9,18,8,1012,?,37,22,16,?,68,?,5,?
17,30,6,1012,?,?,22,16,?,68,4,5,?
8,20,10,1012,?,23,22,16,?,68,?,5,?
22,60,18,1012,?,?,22,16,1,68,6,5,?
16,51,5,1012,?,?,22,16,0,68,2,5,?
22,23,3,1012,?,28,22,16,?,68,2,5,?
10,30,?,1008,?,?,24,11,0,42,?,2,8
?,57,2,1017,?,20,21,?,?,91,?,1,3
11,30,?,1007,?,?,25,?,1,47,?,0,4
6,16,6,1011,?,49,21,?,0,70,2,2,7
7,9,6,1012,?,42,23,15,2,60,2,4,?
17,43,8,1012,?,?,23,15,?,60,4,4,?
21,58,2,1012,?,?,23,15,2,60,1,4,?
20,21,6,1011,?,?,21,?,?,53,2,?,?
21,52,3,1011,?,41,21,?,?,53,?,?,?
14,64,8,1012,?,?,22,?,?,70,2,2,?
24,66,5,1011,?,?,21,?,?,53,?,?,?
?,28,7,1011,?,31,0,?,?,1,?,?,?
9,18,3,1012,?,45,23,15,?,60,?,4,?
17,30,4,1012,?,?,23,15,?,60,3,4,?
8,20,7,1012,?,27,23,15,?,60,?,4,?
20,54,25,1012,?,?,23,15,1,60,6,4,?
4,60,4,1012,?,?,23,15,0,60,2,4,?
13,?,9,1012,?,?,22,?,?,70,?,2,?
22,23,1,1012,?,28,23,15,?,60,2,4,?
10,51,4,1011,?,?,0,?,?,1,3,?,?
9,8,3,1011,?,?,0,?,2,1,8,?,?
8,33,3,1011,?,68,0,?,1,1,?,?,?
14,21,1,1011,?,28,0,?,0,1,1,?,?
17,15,2,1012,?,38,23,15,?,60,?,4,?
13,16,5,1011,?,?,23,?,?,64,1,9,26
2,20,4,1011,?,?,21,?,216,53,1,?,?
6,27,4,1012,?,?,23,15,1,60,4,4,?
11,9,5,1012,?,44,24,?,0,54,?,6,14
17,39,5,1011,?,?,21,?,1,70,4,2,7
14,27,7,1012,?,34,23,15,?,60,?,4,?
2,20,4,1011,?,?,21,?,216,54,1,?,?
11,9,5,1012,?,44,24,?,0,53,?,7,14
20,21,6,1011,?,?,21,?,?,54,2,?,?
21,52,3,1011,?,41,21,?,?,54,?,?,?
13,16,5,1011,?,?,23,?,?,64,1,9,27
2,20,4,1011,?,?,21,?,216,55,1,?,?
6,16,6,1011,?,49,20,?,0,70,2,2,7
17,39,5,1011,?,?,20,?,1,70,4,2,7
24,66,5,1011,?,?,21,?,?,54,?,?,?
10,25,?,1008,?,?,25,11,2,41,?,3,8
6,27,4,1012,?,?,23,15,1,62,4,4,?
17,39,5,1011,?,?,20,?,1,73,4,2,6
21,58,2,1012,?,?,23,15,2,62,1,4,?
24,66,5,1011,?,?,21,?,?,55,?,?,?
9,18,3,1012,?,45,23,15,?,62,?,4,?
20,54,25,1012,?,?,23,15,1,62,6,4,?
4,60,4,1012,?,?,23,15,0,62,2,4,?
10,51,4,1010,?,?,0,?,?,1,3,?,?
10,25,5,1011,?,?,26,16,?,54,?,6,11
13,42,6,1010,?,?,23,?,?,52,0,5,7
10,30,7,1005,0,?,24,20,0,76,0,?,?
13,42,8,1010,?,?,23,?,?,52,?,5,7
15,50,10,1010,?,?,23,?,?,52,0,5,7
10,21,7,1013,?,?,23,?,?,46,?,5,11
9,25,4,?,?,?,22,?,?,56,?,6,15
10,25,22,1005,0,?,24,20,0,76,0,?,?
11,30,9,1009,?,?,24,?,?,53,0,8,17
11,34,11,1010,?,?,23,?,?,62,0,11,20
11,38,5,1022,?,?,20,?,?,81,?,2,4
12,38,10,1011,?,?,23,?,1,63,?,?,?
11,30,15,1009,?,?,24,?,?,53,0,8,17
11,34,6,1011,?,28,23,15,?,58,0,5,?
13,34,15,1011,?,?,23,15,?,58,0,5,?
8,33,3,1010,?,68,0,?,1,1,?,?,?
14,21,1,1010,?,28,0,?,0,1,1,?,?
11,9,5,1011,?,44,25,?,0,51,?,7,13
6,16,6,1011,?,49,20,?,0,73,2,2,6
14,27,7,1012,?,34,23,15,?,62,?,4,?
7,9,6,1012,?,42,23,15,2,62,2,4,?
21,52,3,1011,?,41,21,?,?,60,?,?,?
?,28,7,1010,?,31,0,?,?,1,?,?,?
17,15,2,1012,?,38,23,15,?,62,?,4,?
13,16,5,1011,?,?,23,?,?,64,1,9,30
2,20,4,1011,?,?,21,?,216,60,1,?,?
11,9,5,1011,?,44,24,?,0,50,?,7,14
17,43,8,1012,?,?,23,15,?,62,4,4,?
20,21,6,1011,?,?,21,?,?,60,2,?,?
14,64,8,1012,?,?,22,?,?,71,2,2,?
24,66,5,1011,?,?,21,?,?,60,?,?,?
17,30,4,1012,?,?,23,15,?,62,3,4,?
8,20,7,1012,?,27,23,15,?,62,?,4,?
13,?,9,1012,?,?,22,?,?,71,?,2,?
22,23,1,1012,?,28,23,15,?,62,2,4,?
?,55,2,1017,?,17,21,?,?,91,?,2,5
14,21,1,1010,?,33,0,?,0,1,1,?,?
13,16,4,1011,?,?,23,?,?,63,1,10,33
2,20,4,1011,?,?,21,?,216,59,1,?,?
6,27,2,1011,?,?,23,16,1,64,3,4,?
11,9,3,1011,?,42,24,?,0,48,?,6,13
6,16,5,1011,?,51,20,?,0,72,2,2,6
17,39,4,1011,?,?,20,?,1,72,3,2,6
14,27,5,1011,?,35,23,16,?,64,?,4,?
7,9,4,1011,?,39,23,16,2,64,1,4,?
17,43,7,1011,?,?,23,16,?,64,3,4,?
18,60,2,1011,?,?,23,16,1,64,1,4,?
20,21,6,1011,?,?,21,?,?,59,2,?,?
21,52,5,1011,?,45,21,?,?,59,?,?,?
13,34,9,1012,?,?,22,?,?,70,3,2,?
4,30,4,1011,?,?,21,?,?,59,?,?,?
?,28,6,1010,?,33,0,?,?,1,?,?,?
9,18,2,1011,?,43,23,16,?,64,?,4,?
17,30,2,1011,?,?,23,16,?,64,3,4,?
8,20,6,1011,?,26,23,16,?,64,?,4,?
15,35,19,1011,?,?,23,16,1,64,4,4,?
13,62,4,1011,?,?,23,16,0,64,1,4,?
13,?,9,1012,?,?,22,?,?,70,?,2,?
22,23,2,1011,?,28,23,16,?,64,2,4,?
10,26,3,1010,?,?,0,?,?,1,3,?,?
9,8,3,1010,?,?,0,?,2,1,9,?,?
8,33,2,1010,?,68,0,?,1,1,?,?,?
17,15,1,1011,?,38,23,16,?,64,?,4,?
13,16,4,1011,?,?,23,?,?,61,1,11,32
13,34,9,1012,?,?,22,?,?,70,3,3,?
17,15,1,1011,?,38,23,15,?,62,?,4,?
9,18,2,1011,?,43,23,15,?,62,?,4,?
8,20,6,1011,?,26,23,15,?,62,?,4,?
22,23,2,1011,?,28,23,15,?,62,2,4,?
6,27,2,1011,?,?,23,15,1,62,3,4,?
11,9,3,1011,?,42,25,?,0,49,?,6,13
6,16,5,1011,?,51,21,?,0,72,2,2,6
14,27,5,1011,?,35,23,15,?,62,?,4,?
7,9,4,1011,?,39,23,15,2,62,1,4,?
18,60,2,1011,?,?,23,15,1,62,1,4,?
15,35,19,1011,?,?,23,15,1,62,4,4,?
13,62,4,1011,?,?,23,15,0,62,1,4,?
13,16,4,1011,?,?,23,?,?,61,1,10,30
11,9,3,1011,?,42,25,?,0,50,?,6,13
17,39,4,1011,?,?,21,?,1,72,3,2,6
17,43,7,1011,?,?,23,15,?,62,3,4,?
13,34,9,1012,?,?,22,?,?,63,3,4,?
17,30,2,1011,?,?,23,15,?,62,3,4,?
13,?,9,1012,?,?,22,?,?,63,?,4,?
13,34,9,1012,?,?,22,?,?,62,3,3,?
?,54,2,1017,?,19,23,?,?,86,?,3,6
14,27,5,1011,?,33,23,15,?,60,?,5,?
7,9,4,1011,?,40,23,15,2,60,1,5,?
17,43,7,1011,?,?,23,15,?,60,3,5,?
12,52,1,1011,?,?,23,15,2,60,1,5,?
20,21,6,1011,?,?,21,?,?,58,2,?,?
21,52,4,1011,?,47,21,?,?,58,?,?,?
23,56,12,1012,?,?,22,?,?,63,2,3,?
14,40,4,1011,?,?,21,?,?,58,?,?,?
?,28,5,1010,?,37,0,?,?,1,?,?,?
9,15,2,1011,?,41,23,15,?,60,?,5,?
17,30,2,1011,?,?,23,15,?,60,3,5,?
8,20,4,1011,?,26,23,15,?,60,?,5,?
3,35,19,1011,?,?,23,15,1,60,4,5,?
12,32,3,1011,?,?,23,15,0,60,1,5,?
13,?,9,1012,?,?,22,?,?,63,?,3,?
22,23,2,1011,?,27,23,15,?,60,2,5,?
12,40,3,1010,?,?,0,?,?,1,3,?,?
9,8,4,1010,?,?,0,?,1,1,8,?,?
8,33,8,1010,?,68,0,?,1,1,?,?,?
14,21,0,1010,?,35,0,?,0,1,1,?,?
17,15,1,1011,?,36,23,15,?,60,?,5,?
13,16,3,1011,?,?,23,?,?,62,1,9,27
2,20,2,1011,?,?,21,?,216,58,1,?,?
6,27,2,1011,?,?,23,15,1,60,3,5,?
11,9,2,1011,?,41,24,?,0,50,?,7,14
6,16,6,1010,?,42,21,?,0,70,3,2,6
17,39,4,1010,?,?,21,?,0,70,3,2,6
2,20,2,1011,?,?,21,?,216,57,1,?,?
6,16,6,1010,?,42,20,?,0,71,3,1,5
17,39,4,1010,?,?,20,?,0,71,3,1,5
7,9,4,1011,?,40,23,15,2,58,1,4,?
3,35,19,1011,?,?,23,15,1,58,4,4,?
17,15,1,1011,?,36,23,15,?,58,?,4,?
13,16,3,1011,?,?,23,?,?,61,1,9,27
6,27,2,1011,?,?,23,15,1,58,3,4,?
14,27,5,1011,?,33,23,15,?,58,?,4,?
17,43,7,1011,?,?,23,15,?,58,3,4,?
12,52,1,1011,?,?,23,15,2,58,1,4,?
20,21,6,1011,?,?,21,?,?,57,2,?,?
21,52,4,1011,?,47,21,?,?,57,?,?,?
23,56,12,1012,?,?,22,?,?,66,2,3,?
14,40,4,1011,?,?,21,?,?,57,?,?,?
9,15,2,1011,?,41,23,15,?,58,?,4,?
17,30,2,1011,?,?,23,15,?,58,3,4,?
8,20,4,1011,?,26,23,15,?,58,?,4,?
12,32,3,1011,?,?,23,15,0,58,1,4,?
13,?,9,1012,?,?,22,?,?,66,?,3,?
22,23,2,1011,?,27,23,15,?,58,2,4,?
11,9,2,1011,?,41,23,?,0,48,?,4,10
?,48,2,1017,?,24,26,?,?,75,?,5,8
11,9,2,1011,?,41,23,?,0,49,?,4,8
6,16,6,1010,?,42,20,?,0,70,3,1,5
14,27,5,1011,?,33,23,16,?,64,?,4,?
7,9,4,1011,?,40,23,16,2,64,1,4,?
21,52,4,1011,?,47,21,?,?,58,?,?,?
8,33,10,1010,?,68,0,?,1,1,?,?,?
14,21,1,1010,?,32,0,?,0,1,1,?,?
17,15,1,1011,?,38,23,16,?,64,?,4,?
