9,25,?,1015,0,?,21,18,0,81,?,2,?
10,38,?,1014,?,?,26,?,1,35,?,4,6
7,25,?,1015,?,?,27,?,1,40,?,0,5
11,30,?,1016,?,?,26,?,?,40,?,2,6
9,30,?,1014,?,39,20,?,1,42,?,5,9
9,25,?,1010,?,7,27,?,16,32,?,6,11
8,25,?,1010,?,37,27,?,3,32,?,6,11
7,21,?,1010,?,34,27,?,5,32,?,6,11
14,17,4,1013,?,51,0,?,1,1,?,?,?
23,14,2,1013,?,33,0,?,0,1,0,?,?
10,24,0,1015,?,?,21,?,216,48,0,?,?
10,31,6,1015,?,?,22,9,1,43,2,2,13
8,9,5,1016,?,36,20,?,0,55,?,2,6
5,29,10,1014,?,35,18,?,0,57,2,2,7
15,34,8,1015,?,29,22,9,?,43,?,2,13
18,8,4,1015,?,33,22,9,2,43,1,2,13
22,43,6,1015,?,35,21,?,?,48,?,?,?
36,56,9,1015,?,?,21,?,?,48,?,?,?
?,37,10,1013,?,26,0,?,?,1,?,?,?
18,12,3,1015,?,35,22,9,?,43,?,2,13
19,35,11,1015,?,22,22,9,?,43,2,2,13
6,24,7,1013,?,?,0,?,?,1,2,?,?
8,25,?,1010,?,38,27,?,6,32,?,6,11
10,30,?,1010,?,36,27,?,5,32,?,6,11
14,25,?,1010,?,36,27,?,3,32,?,6,11
9,30,?,1010,?,38,27,?,2,32,?,6,11
9,34,?,1010,?,38,27,?,4,32,?,6,11
?,47,2,1022,?,24,24,?,?,69,?,3,8
8,9,2,1016,?,36,20,?,0,55,?,1,5
18,24,2,1014,?,?,18,?,0,58,3,2,7
15,34,3,1015,?,29,22,9,?,43,?,2,13
18,8,2,1015,?,33,22,9,2,43,1,2,13
22,43,2,1015,?,35,21,?,?,48,?,?,?
36,56,8,1015,?,?,21,?,?,48,?,?,?
?,37,3,1013,?,26,0,?,?,1,?,?,?
22,66,12,1015,?,?,22,9,1,43,4,2,13
17,55,9,1015,?,?,22,9,0,43,3,2,13
6,24,6,1013,?,?,0,?,?,1,2,?,?
14,17,2,1013,?,51,0,?,1,1,?,?,?
23,14,2,1013,?,33,0,?,0,1,1,?,?
5,29,10,1014,?,35,18,?,0,58,2,2,7
18,24,2,1014,?,?,18,?,0,58,2,2,7
22,66,12,1015,?,?,22,9,1,43,3,2,13
4,34,3,1014,?,38,22,?,?,42,?,3,9
12,38,6,1012,?,41,24,?,?,31,0,6,12
10,21,9,1011,?,38,25,?,?,41,0,4,4
7,13,13,1015,?,38,23,?,?,50,0,5,11
7,13,10,1016,?,33,24,?,?,40,0,4,10
8,25,7,1015,?,?,28,9,?,30,?,4,11
12,38,6,1014,?,?,25,?,?,45,0,7,9
13,38,8,1014,?,?,25,?,?,45,?,7,9
12,42,10,1014,?,?,25,?,?,45,0,7,9
10,30,6,1018,?,?,25,?,?,30,?,3,6
9,25,5,?,?,?,21,?,?,45,?,3,10
11,34,10,1014,?,?,26,?,?,37,0,5,11
11,34,11,1015,?,?,25,?,?,42,0,7,13
10,34,6,1027,?,?,22,?,?,52,?,3,5
11,38,11,1016,?,?,27,?,0,38,?,?,?
14,42,12,1014,?,?,26,?,?,37,0,5,11
10,34,6,1016,?,28,24,13,?,50,0,5,?
12,25,26,1016,?,?,24,13,?,50,0,5,?
10,13,3,1006,?,40,25,?,?,35,0,4,7
6,13,5,1015,?,38,25,?,?,39,0,0,4
21,34,9,1014,?,?,23,?,?,49,1,4,10
10,24,0,1015,?,?,21,?,216,49,0,?,?
10,31,1,1015,?,?,22,9,1,43,2,1,13
8,9,2,1015,?,36,21,?,0,55,?,1,3
18,8,2,1015,?,33,22,9,2,43,1,1,13
19,23,7,1015,?,?,21,?,?,49,2,?,?
19,56,8,1015,?,?,21,?,?,49,?,?,?
6,12,3,1015,?,35,22,9,?,43,?,1,13
20,35,2,1015,?,?,22,9,?,43,3,1,13
17,66,12,1015,?,?,22,9,0,43,3,1,13
17,55,9,1015,?,?,22,9,0,43,3,1,13
22,?,10,1016,?,?,21,?,?,52,?,2,?
19,35,2,1015,?,22,22,9,?,43,1,1,13
8,24,6,1013,?,?,0,?,?,1,2,?,?
?,46,2,1022,?,33,27,?,?,55,?,5,11
14,17,2,1012,?,68,0,?,0,1,?,?,?
23,14,2,1012,?,36,0,?,0,1,1,?,?
2,18,3,1015,?,36,21,9,?,46,?,2,13
21,34,5,1014,?,?,23,?,?,49,1,2,6
10,24,0,1015,?,?,21,?,216,47,0,?,?
10,31,0,1015,?,?,21,9,1,46,2,2,13
8,9,2,1015,?,36,20,?,0,55,?,0,3
5,29,10,1014,?,35,18,?,0,57,2,2,7
18,24,2,1014,?,?,18,?,0,57,2,2,7
15,34,3,1015,?,30,22,9,?,43,?,1,13
24,8,5,1015,?,?,21,9,?,46,4,2,13
10,62,1,1015,?,?,21,9,1,46,1,2,13
19,23,8,1015,?,?,21,?,?,47,2,?,?
?,?,13,1015,?,?,21,?,?,51,?,2,?
15,56,8,1015,?,?,21,?,?,47,?,?,?
6,12,2,1015,?,35,21,9,?,46,?,2,13
20,35,3,1015,?,?,21,9,?,46,3,2,13
12,22,4,1015,?,22,21,9,?,46,?,2,13
18,66,12,1015,?,?,22,9,1,43,3,1,13
17,55,9,1015,?,?,21,9,0,46,3,2,13
22,?,12,1015,?,?,21,?,?,51,?,2,?
19,35,2,1015,?,24,21,9,?,46,1,2,13
2,24,6,1012,?,?,0,?,?,1,2,?,?
10,24,1,1015,?,?,21,?,216,47,0,?,?
8,9,3,1015,?,36,21,?,0,55,?,0,2
5,29,6,1014,?,35,18,?,0,57,2,2,7
15,34,2,1015,?,30,21,9,?,46,?,2,13
18,8,2,1015,?,35,21,9,2,46,1,2,13
22,43,3,1015,?,35,21,?,?,47,?,?,?
15,56,6,1015,?,?,21,?,?,47,?,?,?
18,66,20,1015,?,?,21,9,1,46,3,2,13
17,55,5,1015,?,?,21,9,0,46,3,2,13
2,24,5,1012,?,?,0,?,?,1,2,?,?
18,66,20,1015,?,?,21,9,1,46,4,2,13
10,31,0,1015,?,?,21,9,0,46,2,2,13
5,29,6,1014,?,35,18,?,0,56,2,2,7
18,24,2,1014,?,?,18,?,0,56,3,2,7
10,9,1,1015,?,?,21,9,1,46,1,2,13
15,75,6,1015,?,?,21,?,?,47,?,?,?
6,13,2,1015,?,35,21,9,?,46,?,2,13
17,45,5,1015,?,?,21,9,0,46,2,2,13
2,32,5,1012,?,?,0,?,?,1,2,?,?
21,34,5,1014,?,?,22,?,?,49,1,2,7
10,31,0,1015,?,?,21,9,0,47,2,1,13
24,8,5,1015,?,?,21,9,?,47,3,1,13
10,9,1,1015,?,?,21,9,1,47,1,1,13
19,23,8,1015,?,?,21,?,?,47,3,?,?
6,?,13,1015,?,?,21,?,?,52,0,1,?
20,35,3,1015,?,?,21,9,?,47,3,1,13
19,35,2,1015,?,24,21,9,?,47,1,1,13
7,9,2,1015,?,?,21,9,1,47,1,1,13
19,23,9,1015,?,?,21,?,?,48,3,?,?
6,34,12,1015,?,?,21,?,?,52,0,1,?
14,75,6,1015,?,?,21,?,?,48,?,?,?
7,13,2,1015,?,35,21,9,?,47,?,1,13
20,35,2,1015,?,?,21,9,?,47,3,1,13
12,22,6,1015,?,22,21,9,?,47,?,1,13
22,?,13,1015,?,?,21,?,?,52,?,1,?
19,35,3,1015,?,24,21,9,?,47,1,1,13
23,14,2,1013,?,36,0,?,0,1,1,?,?
2,18,4,1015,?,36,21,9,?,47,?,1,13
21,34,5,1014,?,?,22,?,?,50,1,4,8
10,24,1,1015,?,?,21,?,216,48,0,?,?
10,31,1,1015,?,?,21,9,0,47,2,1,13
5,29,6,1014,?,35,18,?,0,57,2,4,8
18,24,2,1014,?,?,18,?,0,57,3,4,8
18,8,2,1015,?,35,21,9,2,47,1,1,13
11,66,20,1015,?,?,21,9,1,47,4,1,13
5,45,5,1015,?,?,21,9,0,47,2,1,13
15,32,5,1013,?,?,0,?,?,1,2,?,?
6,53,12,1015,?,?,21,?,?,53,1,1,?
19,35,3,1015,?,24,21,9,?,47,2,1,13
?,23,2,1022,?,42,28,?,?,54,?,4,10
14,17,2,1013,?,68,0,?,1,1,?,?,?
2,18,4,1015,?,42,22,10,?,46,?,1,13
8,9,3,1015,?,34,21,?,0,52,?,0,1
18,24,2,1014,?,?,17,?,0,59,3,3,8
15,34,2,1015,?,32,22,10,?,46,?,1,13
18,8,2,1015,?,34,22,10,2,46,1,1,13
22,43,3,1015,?,33,21,?,?,48,?,?,?
7,13,2,1015,?,36,22,10,?,46,?,1,13
12,22,6,1015,?,21,22,10,?,46,?,1,13
11,66,20,1015,?,?,22,10,1,46,4,1,13
5,45,5,1015,?,?,22,10,0,46,2,1,13
19,35,3,1015,?,27,22,10,?,46,2,1,13
14,17,3,1013,?,68,0,?,1,1,?,?,?
23,14,3,1013,?,31,0,?,0,1,1,?,?
10,24,0,1015,?,?,21,?,216,48,0,?,?
5,29,6,1014,?,35,17,?,0,59,2,3,8
18,24,3,1014,?,?,17,?,0,59,3,3,8
15,34,5,1015,?,32,22,10,?,46,?,1,13
18,8,1,1015,?,34,22,10,2,46,1,1,13
14,75,7,1015,?,?,21,?,?,48,?,?,?
?,37,4,1013,?,26,0,?,?,1,?,?,?
5,45,7,1015,?,?,22,10,0,46,2,1,13
10,31,1,1015,?,?,22,10,1,46,2,1,13
7,6,2,1015,?,?,22,10,2,46,1,1,13
17,53,12,1015,?,?,21,?,?,53,1,0,?
14,36,7,1015,?,?,21,?,?,48,?,?,?
5,33,7,1015,?,?,22,10,0,46,2,1,13
15,26,5,1013,?,?,0,?,?,1,2,?,?
?,43,2,1021,?,41,28,?,?,53,?,4,10
23,14,3,1013,?,27,0,?,0,1,1,?,?
2,18,4,1015,?,41,21,10,?,49,?,1,13
21,34,7,1014,?,?,19,?,?,63,1,1,5
10,24,0,1015,?,?,21,?,216,54,0,?,?
10,31,1,1015,?,?,21,10,1,49,2,1,13
8,9,3,1015,?,34,19,?,0,56,?,0,3
5,29,6,1014,?,30,17,?,0,59,2,3,13
18,24,3,1014,?,?,17,?,0,59,3,3,13
15,34,5,1015,?,31,21,10,?,49,?,1,13
18,8,1,1015,?,33,21,10,2,49,1,1,13
24,8,4,1015,?,?,21,10,?,49,3,1,13
7,6,1,1015,?,?,21,10,2,49,1,1,13
19,23,5,1015,?,?,21,?,?,54,3,?,?
22,43,3,1015,?,30,21,?,?,54,?,?,?
17,53,17,1015,?,?,19,?,?,58,1,2,?
7,13,1,1015,?,35,21,10,?,49,?,1,13
20,35,3,1015,?,?,21,10,?,49,3,1,13
12,22,6,1015,?,21,21,10,?,49,?,1,13
11,66,20,1015,?,?,21,10,1,49,4,1,13
5,33,7,1015,?,?,21,10,0,49,2,1,13
22,?,12,1015,?,?,19,?,?,58,?,2,?
19,35,4,1015,?,28,21,10,?,49,2,1,13
19,23,5,1015,?,?,21,?,?,54,2,?,?
17,53,17,1015,?,?,19,?,?,58,2,2,?
21,34,7,1014,?,?,19,?,?,64,2,1,5
10,24,0,1015,?,?,21,?,216,55,0,?,?
8,9,3,1015,?,34,19,?,0,58,?,0,3
5,29,8,1014,?,30,17,?,0,59,2,3,13
18,24,4,1014,?,?,17,?,0,59,3,3,13
15,34,6,1015,?,31,21,10,?,49,?,1,13
4,6,1,1015,?,?,21,10,2,49,1,1,13
22,43,3,1015,?,30,21,?,?,55,?,?,?
7,36,7,1015,?,?,21,?,?,55,?,?,?
?,37,3,1013,?,26,0,?,?,1,?,?,?
6,13,1,1015,?,35,21,10,?,49,?,1,13
14,66,27,1015,?,?,21,10,1,49,4,1,13
4,33,7,1015,?,?,21,10,0,49,2,1,13
11,26,5,1013,?,?,0,?,?,1,2,?,?
5,29,8,1014,?,30,17,?,0,59,2,4,12
18,24,4,1014,?,?,17,?,0,59,3,4,12
4,16,1,1015,?,?,21,10,2,49,1,1,13
17,86,17,1015,?,?,19,?,?,59,2,2,?
7,60,7,1015,?,?,21,?,?,55,?,?,?
6,12,1,1015,?,35,21,10,?,49,?,1,13
4,38,7,1015,?,?,21,10,0,49,2,1,13
11,35,5,1013,?,?,0,?,?,1,2,?,?
8,13,3,1005,?,36,20,?,?,52,0,1,4
12,46,14,1000,?,41,24,?,5,51,?,?,0
13,46,6,1000,?,37,24,?,5,51,?,?,0
7,17,11,1016,?,36,20,?,5,55,0,3,4
10,13,9,1015,?,37,23,?,?,49,0,1,1
13,46,19,1000,?,41,24,?,5,51,?,?,0
