?,42,17,1007,?,?,12,?,?,89,0,0,1
15,46,28,1011,?,48,23,?,?,54,0,?,?
16,55,10,1015,?,46,19,?,?,66,?,0,0
?,54,2,1020,?,2,20,?,?,87,?,1,2
?,?,?,1031,?,?,?,?,?,?,?,?,2
5,21,6,856,99,36,9,7,?,89,0,1,?
10,25,8,1024,?,25,27,?,0,32,0,6,12
11,13,3,1004,?,35,27,?,?,30,0,5,8
?,70,5,?,?,50,20,?,?,6,0,0,0
10,25,?,1014,0,?,21,15,0,70,?,1,?
16,46,20,1011,?,48,23,?,?,54,0,?,?
16,38,12,1001,?,37,21,?,5,66,?,?,0
?,?,?,?,?,?,?,?,?,?,?,2,13
14,38,13,1001,?,42,21,?,5,66,?,?,0
15,34,4,1015,?,26,21,?,0,55,0,5,17
5,13,1,1024,?,25,27,?,0,32,0,6,12
16,42,7,1001,?,41,21,?,5,66,?,?,0
11,34,7,1014,?,28,23,15,0,60,0,4,?
11,34,6,?,?,22,20,?,0,?,0,?,?
11,30,?,1020,?,?,23,?,0,11,?,9,16
20,42,17,1001,?,42,21,?,5,66,?,?,0
7,30,12,1015,?,34,22,?,5,56,0,0,1
12,38,11,1015,?,46,14,?,?,85,0,0,?
10,25,3,1012,?,30,22,?,0,55,0,0,3
14,38,9,1011,?,44,23,?,?,41,?,2,5
6,21,1,813,99,28,8,1,0,60,0,4,?
?,?,?,?,?,?,?,?,?,?,?,1,14
9,30,?,1016,?,21,7,?,4,88,?,0,0
10,25,?,1020,?,?,23,?,0,11,?,9,16
6,13,0,813,99,20,8,1,0,60,0,4,?
10,25,21,1014,?,38,24,?,?,40,0,1,?
?,21,16,1014,?,42,23,?,?,56,0,0,3
?,?,?,1031,?,?,2,?,?,?,?,?,?
13,34,10,1008,?,43,20,16,?,78,?,?,?
12,38,10,1014,?,45,24,?,?,40,0,1,?
7,21,10,1019,?,24,24,?,0,47,?,3,4
9,25,?,1010,?,7,27,?,16,32,?,6,11
14,34,8,1014,?,27,24,13,?,50,?,4,9
10,21,8,1016,?,?,16,?,?,78,?,0,1
16,38,17,1015,?,35,20,?,5,70,0,5,7
?,80,15,1012,?,16,12,?,?,99,?,?,?
8,25,?,1010,?,37,27,?,3,32,?,6,11
10,25,5,1019,?,24,24,?,0,47,?,3,4
7,25,11,1013,?,38,24,?,?,44,0,1,5
15,59,8,?,?,?,20,?,8,6,?,0,0
7,21,?,1015,?,3,13,?,28,79,?,0,0
14,57,9,1015,?,?,18,?,1,70,0,0,0
13,30,9,1011,?,26,26,?,0,51,0,5,13
11,34,2,1011,?,22,26,?,0,51,0,5,13
12,30,9,1015,?,47,25,?,5,40,0,0,0
10,30,12,1011,?,?,17,?,?,65,0,1,2
28,65,27,?,?,?,?,?,1,?,0,?,?
10,30,4,1019,?,24,24,?,0,47,?,3,4
12,6,3,1012,?,68,0,?,1,1,?,?,?
?,87,17,1003,?,?,12,?,?,96,?,?,?
8,25,7,1011,?,22,26,?,0,51,0,5,13
12,34,4,1011,?,26,26,?,0,51,0,5,13
16,24,2,1012,?,32,0,?,0,1,1,?,?
12,22,4,1014,?,38,23,11,?,46,?,4,13
16,46,15,1013,?,?,20,?,?,58,0,0,0
14,22,5,1014,?,?,23,?,?,55,1,9,27
9,25,3,1014,?,26,22,?,0,44,0,2,6
11,23,0,1014,?,?,21,?,216,53,1,?,?
9,30,1,1015,?,19,21,?,0,50,0,6,8
9,17,10,1006,?,48,15,?,?,84,?,0,0
23,3,1,1014,?,?,23,11,0,46,2,4,13
13,59,10,1018,?,?,17,?,?,63,0,2,2
10,21,6,1011,?,19,26,?,?,51,?,5,13
13,9,2,1014,?,36,23,?,0,45,?,5,10
